"kernel","tile_granularity","scalar","a_mode","x_mode","M","N","k","P","pr","pc","reps","t_bcast_mean_s","t_bcast_std_s","t_local_mean_s","t_local_std_s","t_reduce_mean_s","t_reduce_std_s","t_total_mean_s","t_total_median_s","t_total_min_s","t_total_std_s","t_total_cv_pct","t_official_mean_s","t_official_median_s","t_official_min_s","t_official_std_s","t_official_cv_pct","t_kernel_mean_s","t_kernel_median_s","t_kernel_min_s","t_kernel_std_s","t_kernel_cv_pct","t_transfer_runtime_overhead_mean_s","t_transfer_runtime_overhead_std_s","t_setup_s","gflops","gflops_compute","gflops_kernel","blocks_per_sm","x_rows_per_tile","rel_err","t_setup_device_init_s","t_setup_device_alloc_s","t_setup_h2d_A_s","bw_h2d_A_gbs","t_h2d_X_mean_s","t_h2d_X_std_s","bw_h2d_X_gbs","t_d2h_Y_mean_s","t_d2h_Y_std_s","bw_d2h_Y_gbs","t_launch_overhead_mean_s","t_launch_overhead_std_s","t_prep_alloc_buffers_s","t_prep_gen_A_s","t_prep_distrib_A_s","t_prep_gen_X_s","t_prep_distrib_X_s","t_prep_total_s","t_io_csv_raw_s","x_layout","t_prep_convert_X_s","group_timing","t_local_group_mean_s","t_local_group_std_s","gflops_local_group"
"cuda_warp_smem(blk64)(g1)","1","double","local","local","16384","16384","3","1","1","1","20","1.410500000e-07","5.282789831e-08","5.982488350e-03","2.827390195e-04","4.455240000e-05","7.406524435e-07","6.027181800e-03","5.904102000e-03","5.862145000e-03","2.829371480e-04","4.694352309e+00","5.810541419e-03","5.684763598e-03","5.647998936e-03","2.821957872e-04","4.856617771e+00","5.765847969e-03","5.640592098e-03","5.603871822e-03","2.819970537e-04","4.890816671e+00","2.166403809e-04","3.162796148e-06","6.346906660e-01","277.188066","279.336664","279.336664","16","128","-1.000e+00","1.610619130e-01","2.524320007e-04","4.719363690e-01","4.550367","1.198847998e-04","1.426458212e-06","3.279949","8.748479895e-05","3.150418287e-06","4.494678","9.270782199e-06","6.823585018e-07","2.641299943e-05","8.544705210e-01","0.000000000e+00","2.861119938e-04","0.000000000e+00","1.489473712e+00","1.891149950e-04","row","0.000000000e+00","0","-1.000000000e+00","0.000000000e+00","-1.000000"
"cuda_warp_smem(blk64)(g1)","1","double","local","local","16384","16384","6","1","1","1","20","1.307500000e-07","2.439558846e-08","1.301452200e-02","9.444778791e-04","9.029540000e-05","2.149926618e-06","1.310494815e-02","1.286586800e-02","1.284273300e-02","9.453817301e-04","7.213929573e+00","1.246976213e-02","1.244451358e-02","1.242156043e-02","4.403797557e-05","3.531581046e-01","1.237933598e-02","1.235209608e-02","1.233248043e-02","4.420569749e-05","3.570926387e-01","6.351860244e-04","9.501487919e-04","6.133811320e-01","258.322929","260.209875","260.209875","16","73","-1.000e+00","1.366534360e-01","2.660169994e-04","4.751242160e-01","4.519836","2.321328007e-04","2.133234023e-06","3.387854","3.932640098e-04","9.511262851e-04","1.999756","9.789213881e-06","6.292376502e-07","2.443600533e-05","8.452270360e-01","0.000000000e+00","5.417319990e-04","0.000000000e+00","1.459174336e+00","1.847019957e-04","row","0.000000000e+00","0","-1.000000000e+00","0.000000000e+00","-1.000000"
"cuda_warp_smem(blk64)(g1)","1","double","local","local","16384","16384","8","1","1","1","20","1.849000000e-07","6.391598103e-08","2.314112375e-02","2.018586094e-05","1.221089000e-04","4.866456518e-06","2.326341755e-02","2.325657050e-02","2.323611100e-02","2.091517173e-05","8.990584329e-02","2.270498661e-02","2.270113413e-02","2.268621377e-02","2.032965728e-05","8.953829230e-02","2.258269281e-02","2.257691193e-02","2.256646347e-02","2.072500855e-05","9.177385852e-02","5.584309361e-04","1.171982003e-05","6.158370230e-01","189.164053","190.188448","190.188448","16","56","-1.000e+00","1.379692280e-01","2.601599990e-04","4.762633170e-01","4.509026","3.084704027e-04","3.356669951e-06","3.399276","2.397760011e-04","9.944320033e-06","4.373148","1.018453234e-05","5.412144924e-07","5.585599865e-05","8.432271210e-01","0.000000000e+00","6.285639975e-04","0.000000000e+00","1.459748564e+00","1.824049978e-04","row","0.000000000e+00","0","-1.000000000e+00","0.000000000e+00","-1.000000"
"cuda_warp_smem(blk64)(g1)","1","double","local","local","16384","16384","20","1","1","1","20","2.809000000e-07","1.146215282e-07","3.324692810e-02","3.849142135e-04","3.308025500e-04","1.368109152e-04","3.357801155e-02","3.346640400e-02","3.315384300e-02","5.162401553e-04","1.537435159e+00","3.242650448e-02","3.240425119e-02","3.207558612e-02","2.269006653e-04","6.997382818e-01","3.209542103e-02","3.210200119e-02","3.177743912e-02","1.287416488e-04","4.011215453e-01","1.151507072e-03","3.087396545e-04","6.049106660e-01","331.130919","334.546733","334.546733","12","32","-1.000e+00","1.337601240e-01","3.048270009e-04","4.694944950e-01","4.574034","6.479712009e-04","1.926077157e-04","4.045612","4.921375990e-04","1.190500502e-04","5.326640","1.139827193e-05","8.921556834e-07","6.264800322e-05","8.444234410e-01","0.000000000e+00","1.587879997e-03","0.000000000e+00","1.450984635e+00","1.925769975e-04","row","0.000000000e+00","0","-1.000000000e+00","0.000000000e+00","-1.000000"
"cuda_warp_smem(blk64)(g1)","1","double","local","local","16384","16384","32","1","1","1","20","2.779000000e-07","2.036821311e-07","5.299158430e-02","3.582948961e-04","5.735590500e-04","2.100803711e-04","5.356542125e-02","5.343577650e-02","5.314923000e-02","5.271606006e-04","9.841434798e-01","5.169100328e-02","5.161330958e-02","5.135794500e-02","3.562586075e-04","6.892081502e-01","5.111716633e-02","5.108206558e-02","5.084006500e-02","2.253361202e-04","4.408227927e-01","1.874417972e-03","2.612422506e-04","6.148015310e-01","332.357047","336.088058","336.088058","7","32","-1.000e+00","1.369339910e-01","3.147320022e-04","4.761915170e-01","4.509706","1.012267199e-03","1.875655161e-04","4.143475","8.498911977e-04","1.846766216e-04","4.935107","1.225957473e-05","9.771360587e-07","2.591600060e-05","8.506216960e-01","0.000000000e+00","2.419643999e-03","0.000000000e+00","1.467868787e+00","1.968969955e-04","row","0.000000000e+00","0","-1.000000000e+00","0.000000000e+00","-1.000000"
"cuda_warp_smem(blk128)(g1)","1","double","local","local","16384","16384","3","1","1","1","20","1.211500000e-07","1.377746061e-08","5.702157600e-03","1.192598142e-04","4.415060000e-05","4.867581697e-07","5.746429350e-03","5.668309000e-03","5.640059000e-03","1.191271566e-04","2.073063972e+00","5.529562969e-03","5.452619533e-03","5.426660182e-03","1.181566702e-04","2.136817519e+00","5.485291219e-03","5.408416033e-03","5.382016182e-03","1.182879738e-04","2.156457499e+00","2.168663812e-04","5.197092857e-06","6.514193020e-01","291.273062","293.623925","293.623925","8","256","-1.000e+00","1.754520170e-01","2.589860014e-04","4.742854620e-01","4.527829","1.198432006e-04","1.462666560e-06","3.281087","8.745760024e-05","4.745623169e-06","4.496076","9.565580412e-06","7.792141015e-07","2.938700345e-05","8.396454870e-01","0.000000000e+00","2.855869971e-04","0.000000000e+00","1.491379763e+00","1.901670039e-04","row","0.000000000e+00","0","-1.000000000e+00","0.000000000e+00","-1.000000"
"cuda_warp_smem(blk128)(g1)","1","double","local","local","16384","16384","6","1","1","1","20","2.160500000e-07","8.121023722e-08","1.055961505e-02","2.051417211e-05","8.995460000e-05","1.528454100e-06","1.064978570e-02","1.064069050e-02","1.062868600e-02","2.078838583e-05","1.952000389e-01","1.023128283e-02","1.022083796e-02","1.021201721e-02","2.024003040e-05","1.978249525e-01","1.014111218e-02","1.012961626e-02","1.012332821e-02","2.003202143e-05","1.975327860e-01","4.185028655e-04","8.052419933e-06","6.124682340e-01","314.840819","317.640256","317.640256","8","146","-1.000e+00","1.355928450e-01","2.552059959e-04","4.752850160e-01","4.518307","2.331935994e-04","6.524284718e-06","3.372442","1.755519994e-04","4.201201018e-06","4.479767","9.757266682e-06","6.178842188e-07","5.511900235e-05","8.418158680e-01","0.000000000e+00","5.340290008e-04","0.000000000e+00","1.454873250e+00","1.950700025e-04","row","0.000000000e+00","0","-1.000000000e+00","0.000000000e+00","-1.000000"
"cuda_warp_smem(blk128)(g1)","1","double","local","local","16384","16384","8","1","1","1","20","1.900000000e-07","3.717950758e-08","2.479881940e-02","7.184292609e-04","1.208675500e-04","2.840709965e-06","2.491987695e-02","2.473859950e-02","2.472230400e-02","7.200979635e-04","2.889652966e+00","2.419453587e-02","2.417586717e-02","2.416764025e-02","7.835812527e-05","3.238670322e-01","2.407347832e-02","2.405663967e-02","2.404719925e-02","7.879113043e-05","3.272943336e-01","7.253410827e-04","7.183990307e-04","6.105581960e-01","177.518069","178.410749","178.410749","8","113","-1.000e+00","1.376701360e-01","2.672170012e-04","4.710213480e-01","4.559207","3.075727999e-04","2.518402193e-06","3.409196","4.074992023e-04","7.179574821e-04","2.573198","1.026908048e-05","5.877797295e-07","2.704800136e-05","8.390180290e-01","0.000000000e+00","6.289740049e-04","0.000000000e+00","1.450232247e+00","1.810800022e-04","row","0.000000000e+00","0","-1.000000000e+00","0.000000000e+00","-1.000000"
"cuda_warp_smem(blk128)(g1)","1","double","local","local","16384","16384","20","1","1","1","20","1.488000000e-07","6.512950665e-08","3.183190645e-02","1.145260717e-04","3.293148000e-04","1.271803566e-04","3.216137005e-02","3.209844350e-02","3.206338200e-02","2.384932493e-04","7.415518958e-01","3.107037241e-02","3.103819944e-02","3.102701532e-02","1.248554182e-04","4.018471890e-01","3.074090881e-02","3.073572826e-02","3.072908783e-02","9.873904307e-06","3.211975406e-02","1.090997637e-03","1.160016773e-04","6.057194450e-01","345.583828","349.287599","349.287599","6","64","-1.000e+00","1.343440970e-01","3.088070007e-04","4.697143920e-01","4.571892","5.969983995e-04","2.520971610e-05","4.391034","4.828912005e-04","1.134142446e-04","5.428635","1.110803654e-05","6.947516612e-07","2.897199738e-05","8.417271380e-01","0.000000000e+00","1.040477000e-03","0.000000000e+00","1.448516032e+00","2.012170007e-04","row","0.000000000e+00","0","-1.000000000e+00","0.000000000e+00","-1.000000"
"cuda_warp_smem(blk128)(g1)","1","double","local","local","16384","16384","32","1","1","1","20","2.558500000e-07","2.362953716e-07","5.305709945e-02","2.619960123e-04","5.848319000e-04","2.177866723e-04","5.364218720e-02","5.349295900e-02","5.344840900e-02","4.347418114e-04","8.104475863e-01","5.172492273e-02","5.167365713e-02","5.165885042e-02","2.168288473e-04","4.191960779e-01","5.113983498e-02","5.113776016e-02","5.113161469e-02","6.112363563e-06","1.195225516e-02","1.917264474e-03","2.613334302e-04","6.093619540e-01","332.139098","335.939081","335.939081","4","62","-1.000e+00","1.367073280e-01","3.009270004e-04","4.709982740e-01","4.559430","1.032345596e-03","2.020898685e-04","4.062887","8.727599919e-04","1.868505349e-04","4.805793","1.215888596e-05","7.290319101e-07","2.392400347e-05","8.377312550e-01","0.000000000e+00","2.397181001e-03","0.000000000e+00","1.449514314e+00","3.056817300e-02","row","0.000000000e+00","0","-1.000000000e+00","0.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)(g1)","1","double","local","local","16384","16384","3","1","1","1","20","1.844500000e-07","4.800490655e-08","6.037742500e-03","2.440247011e-04","4.448820000e-05","8.110548427e-07","6.082415150e-03","6.058974000e-03","5.672974000e-03","2.441855253e-04","4.014614578e+00","5.813064688e-03","5.838983904e-03","5.456724098e-03","8.786006825e-05","1.511424231e+00","5.768392038e-03","5.794048071e-03","5.411168098e-03","8.806496586e-05","1.526681357e+00","2.693504617e-04","2.191289922e-04","6.547747490e-01","277.067747","279.213466","279.213466","5","408","-1.000e+00","1.794570160e-01","2.524990050e-04","4.736748430e-01","4.533666","1.201855987e-04","1.677825188e-06","3.271740","1.394191992e-04","2.179880828e-04","2.820386","9.745663770e-06","5.468955189e-07","2.612899698e-05","8.550173580e-01","0.000000000e+00","2.908759998e-04","0.000000000e+00","1.510109112e+00","1.864980004e-04","row","0.000000000e+00","0","-1.000000000e+00","0.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)(g1)","1","double","local","local","16384","16384","6","1","1","1","20","1.317000000e-07","4.605271580e-08","1.427689255e-02","6.606912875e-04","9.093805000e-05","2.933312524e-06","1.436796230e-02","1.421103450e-02","1.419811200e-02","6.604440301e-04","4.596643673e+00","1.380553852e-02","1.379601959e-02","1.378745203e-02","2.023488188e-05","1.465707539e-01","1.371446877e-02","1.370422411e-02","1.369721603e-02","2.017781910e-05","1.471279672e-01","5.624237847e-04","6.632549565e-04","6.072096590e-01","233.328491","234.877889","234.877889","5","233","-1.000e+00","1.329954120e-01","2.596299964e-04","4.725199450e-01","4.544747","2.343888000e-04","4.984102369e-06","3.355246","3.179616027e-04","6.634629892e-04","2.473355","1.007338212e-05","1.203268575e-06","2.673300332e-05","8.539903640e-01","0.000000000e+00","6.177190007e-04","0.000000000e+00","1.461844475e+00","1.968650031e-04","row","0.000000000e+00","0","-1.000000000e+00","0.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)(g1)","1","double","local","local","16384","16384","8","1","1","1","20","1.551000000e-07","2.814604765e-08","1.622074700e-02","1.892737800e-05","1.202193000e-04","2.519373337e-06","1.634112140e-02","1.633508700e-02","1.631437500e-02","1.867948965e-05","1.143097172e-01","1.578014394e-02","1.577920246e-02","1.576528893e-02","9.665405948e-06","6.125042957e-02","1.565976954e-02","1.566001606e-02","1.564671993e-02","1.001016305e-05","6.392279929e-02","5.609774649e-04","1.105684760e-05","6.149289010e-01","272.175420","274.267593","274.267593","5","181","-1.000e+00","1.405908490e-01","3.230250004e-04","4.727830800e-01","4.542218","3.073599964e-04","5.442685342e-06","3.411557","2.432959989e-04","1.094511558e-05","4.309878","1.032146963e-05","4.406521014e-07","2.489799954e-05","8.530309860e-01","0.000000000e+00","6.285989948e-04","0.000000000e+00","1.468613384e+00","1.964019975e-04","row","0.000000000e+00","0","-1.000000000e+00","0.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)(g1)","1","double","local","local","16384","16384","20","1","1","1","20","2.440500000e-07","3.333858954e-07","3.900017870e-02","3.696208790e-04","3.372883500e-04","1.258058870e-04","3.933771110e-02","3.908624750e-02","3.901323900e-02","4.417998933e-04","1.123095068e+00","3.815598199e-02","3.798929594e-02","3.791500876e-02","2.910942317e-04","7.629058839e-01","3.781844959e-02","3.767316818e-02","3.760351944e-02","2.309719751e-04","6.107388789e-01","1.181729107e-03","1.949118285e-04","6.077768540e-01","281.408515","283.920107","283.920107","5","77","-1.000e+00","1.324159460e-01","3.000049983e-04","4.737051930e-01","4.533376","6.284399956e-04","1.198279230e-04","4.171345","5.421727985e-04","1.629215058e-04","4.835064","1.111631325e-05","7.398754078e-07","7.519900100e-05","8.443972990e-01","0.000000000e+00","1.579001997e-03","0.000000000e+00","1.453828354e+00","1.927909980e-04","row","0.000000000e+00","0","-1.000000000e+00","0.000000000e+00","-1.000000"
"cuda_warp_smem(blk192)(g1)","1","double","local","local","16384","16384","32","1","1","1","20","2.490000000e-07","2.642648193e-07","7.033280695e-02","6.359446067e-04","5.871500500e-04","1.627862104e-04","7.092020600e-02","7.099139700e-02","6.942648500e-02","6.870223959e-04","9.687258887e-01","6.892627463e-02","6.908812375e-02","6.762746364e-02","5.299609120e-04","7.688808293e-01","6.833887558e-02","6.856292725e-02","6.712111664e-02","4.949420462e-04","7.242466927e-01","1.993931370e-03","3.164410534e-04","6.008487280e-01","249.249931","251.392330","251.392330","3","82","-1.000e+00","1.329834490e-01","3.035629998e-04","4.662286710e-01","4.606074","1.091313601e-03","3.091036978e-04","3.843354","8.906928062e-04","1.585608548e-04","4.709035","1.192496338e-05","7.776296537e-07","5.357299960e-05","8.368757860e-01","0.000000000e+00","2.413599999e-03","0.000000000e+00","1.440191687e+00","1.973559993e-04","row","0.000000000e+00","0","-1.000000000e+00","0.000000000e+00","-1.000000"
"cuda_warp_smem(g1)","1","double","local","local","16384","16384","3","1","1","1","20","1.101500000e-07","1.414687985e-08","5.718192900e-03","8.713026657e-05","4.472130000e-05","8.628105909e-07","5.763024350e-03","5.706825000e-03","5.671131000e-03","8.725009352e-05","1.513963645e+00","5.542738683e-03","5.484456939e-03","5.452943115e-03","8.750753558e-05","1.578777940e+00","5.497907233e-03","5.439631939e-03","5.408512115e-03","8.739288507e-05","1.589566382e+00","2.202856668e-04","5.347583404e-06","6.433148560e-01","290.580673","292.950148","292.950148","4","512","-1.000e+00","1.658946980e-01","2.762290023e-04","4.756986740e-01","4.514378","1.194208004e-04","1.110596035e-06","3.292693","9.054399915e-05","3.512681933e-06","4.342817","1.032086725e-05","3.535353447e-06","2.411399328e-05","8.474366270e-01","0.000000000e+00","2.872559999e-04","0.000000000e+00","1.491062853e+00","1.874520021e-04","row","0.000000000e+00","0","-1.000000000e+00","0.000000000e+00","-1.000000"
"cuda_warp_smem(g1)","1","double","local","local","16384","16384","6","1","1","1","20","1.135500000e-07","2.838916585e-08","1.168600335e-02","2.103549688e-05","9.011085000e-05","1.596165645e-06","1.177622775e-02","1.177433850e-02","1.175539700e-02","2.073307325e-05","1.760586980e-01","1.135567874e-02","1.135063415e-02","1.134362996e-02","1.416907781e-05","1.247752612e-01","1.126545434e-02","1.125950384e-02","1.125430393e-02","1.438178374e-05","1.276627050e-01","4.205490100e-04","8.836436049e-06","6.115412680e-01","283.666485","285.938354","285.938354","4","292","-1.000e+00","1.357789800e-01","3.145040027e-04","4.740835560e-01","4.529758","2.335359998e-04","4.884698683e-06","3.367498","1.768688001e-04","7.354081726e-06","4.446415","1.014421014e-05","1.122790261e-06","2.526100434e-05","8.575369250e-01","0.000000000e+00","5.671800027e-04","0.000000000e+00","1.469670634e+00","3.909780062e-04","row","0.000000000e+00","0","-1.000000000e+00","0.000000000e+00","-1.000000"
"cuda_warp_smem(g1)","1","double","local","local","16384","16384","8","1","1","1","20","2.309500000e-07","3.576895889e-08","1.939305730e-02","1.378687240e-05","1.204075500e-04","1.791855624e-06","1.951369580e-02","1.951053500e-02","1.949578700e-02","1.459257513e-05","7.478119615e-02","1.895458711e-02","1.895352392e-02","1.894769096e-02","6.737510183e-06","3.554553915e-02","1.883394861e-02","1.883127975e-02","1.882777596e-02","5.896766292e-06","3.130924064e-02","5.591086878e-04","9.068785633e-06","6.161475520e-01","226.592501","228.043911","228.043911","4","227","-1.000e+00","1.372995620e-01","2.529820049e-04","4.772542740e-01","4.499664","3.087120011e-04","3.450707813e-06","3.396616","2.399296001e-04","8.295215019e-06","4.370349","1.046708658e-05","6.866318131e-07","3.239099897e-05","9.001504200e-01","0.000000000e+00","6.539259994e-04","0.000000000e+00","1.516984289e+00","1.797520017e-04","row","0.000000000e+00","0","-1.000000000e+00","0.000000000e+00","-1.000000"
"cuda_warp_smem(g1)","1","double","local","local","16384","16384","20","1","1","1","20","1.869499999e-07","2.023884943e-07","3.903551025e-02","6.778292092e-04","4.046998000e-04","3.388305199e-04","3.944039700e-02","3.912491300e-02","3.908707000e-02","7.342421967e-04","1.861650116e+00","3.813809960e-02","3.803704483e-02","3.800189552e-02","3.388343276e-04","8.884405127e-01","3.773321285e-02","3.773216057e-02","3.770544052e-02","1.792997190e-05","4.751774511e-02","1.302297398e-03","6.832011718e-04","6.157741950e-01","281.540464","284.561463","284.561463","3","129","-1.000e+00","1.403915170e-01","3.031099986e-04","4.737229370e-01","4.533206","6.384703994e-04","1.317289455e-04","4.105813","6.522256017e-04","6.806405851e-04","4.019223","1.160139647e-05","1.231589617e-06","2.764899546e-05","8.473691700e-01","0.000000000e+00","1.602187003e-03","0.000000000e+00","1.464773201e+00","1.315065540e-01","row","0.000000000e+00","0","-1.000000000e+00","0.000000000e+00","-1.000000"
"cuda_warp_smem(g1)","1","double","local","local","16384","16384","32","1","1","1","20","2.835500000e-07","2.038907022e-07","5.363117250e-02","2.661880728e-04","5.800023000e-04","2.098348143e-04","5.421145835e-02","5.404568650e-02","5.399873100e-02","4.255400549e-04","7.849633045e-01","5.230815450e-02","5.222252287e-02","5.219103232e-02","2.345258958e-04","4.483543685e-01","5.172786865e-02","5.168467140e-02","5.165350342e-02","1.363220644e-04","2.635369830e-01","1.903303848e-03","2.524742788e-04","6.127406790e-01","328.435773","332.120183","332.120183","2","124","-1.000e+00","1.395692230e-01","3.151790006e-04","4.714449720e-01","4.555110","1.016246396e-03","1.855349276e-04","4.127251","8.739935994e-04","1.861736193e-04","4.799010","1.306385194e-05","2.400650716e-06","2.539199340e-05","8.395887630e-01","0.000000000e+00","2.511860999e-03","0.000000000e+00","1.454866695e+00","2.155429975e-04","row","0.000000000e+00","0","-1.000000000e+00","0.000000000e+00","-1.000000"
"cuda_warp_smem(blk384)(g1)","1","double","local","local","16384","16384","3","1","1","1","20","1.174500000e-07","1.778667448e-08","5.766615100e-03","1.584259385e-04","4.444385000e-05","5.075131603e-07","5.811176400e-03","5.699295500e-03","5.674921000e-03","1.583384743e-04","2.724723247e+00","5.593890915e-03","5.479666603e-03","5.459426233e-03","1.593843347e-04","2.849257112e+00","5.549329615e-03","5.434240103e-03","5.415200233e-03","1.594774090e-04","2.873813958e+00","2.172854854e-04","5.649051247e-06","6.470295040e-01","287.923515","290.235551","290.235551","2","1024","-1.000e+00","1.713407330e-01","2.633870026e-04","4.740230830e-01","4.530336","1.198688000e-04","4.425168706e-06","3.280387","8.753120005e-05","2.654351321e-06","4.492295","9.885485265e-06","1.368325737e-06","2.874400525e-05","8.431061630e-01","0.000000000e+00","2.852710022e-04","0.000000000e+00","1.490449682e+00","1.955279949e-04","row","0.000000000e+00","0","-1.000000000e+00","0.000000000e+00","-1.000000"
"cuda_warp_smem(blk384)(g1)","1","double","local","local","16384","16384","6","1","1","1","20","1.384000000e-07","1.982927128e-08","1.029045470e-02","1.186702212e-04","9.125890000e-05","5.895040332e-06","1.038185200e-02","1.035015000e-02","1.033558400e-02","1.243581033e-04","1.197841226e+00","9.951578012e-03","9.945860747e-03","9.935052449e-03","1.822753599e-05","1.831622680e-01","9.860180712e-03","9.855311871e-03","9.845696449e-03","1.358329558e-05","1.377590937e-01","4.302739883e-04","1.078250303e-04","6.102118350e-01","323.689918","326.690308","326.690308","2","585","-1.000e+00","1.355671430e-01","2.541979993e-04","4.730565790e-01","4.539592","2.301840000e-04","1.576171773e-06","3.416536","1.903023988e-04","1.075293480e-04","4.132539","9.787589467e-06","6.171929969e-07","2.435300121e-05","8.369403660e-01","0.000000000e+00","5.361160001e-04","0.000000000e+00","1.447712670e+00","1.894359957e-04","row","0.000000000e+00","0","-1.000000000e+00","0.000000000e+00","-1.000000"
"cuda_warp_smem(blk384)(g1)","1","double","local","local","16384","16384","8","1","1","1","20","1.357000000e-07","1.781808662e-08","1.449807115e-02","7.014382307e-04","1.203429000e-04","2.068058431e-06","1.461854975e-02","1.446345100e-02","1.439897100e-02","7.032071944e-04","4.810375902e+00","1.390659067e-02","1.390781965e-02","1.384871106e-02","2.238912156e-05","1.609964806e-01","1.378611207e-02","1.378768015e-02","1.372659206e-02","2.308515643e-05","1.674522615e-01","7.119590799e-04","7.075504266e-04","6.022908450e-01","308.844015","311.543042","311.543042","2","455","-1.000e+00","1.331846170e-01","2.508960024e-04","4.675215340e-01","4.593336","3.049359977e-04","2.610962000e-06","3.438676","3.967583932e-04","7.080758515e-04","2.642858","1.026468899e-05","6.228923666e-07","2.713299909e-05","8.406827200e-01","0.000000000e+00","6.342229972e-04","0.000000000e+00","1.443634921e+00","1.995280036e-04","row","0.000000000e+00","0","-1.000000000e+00","0.000000000e+00","-1.000000"
"cuda_warp_smem(blk384)(g1)","1","double","local","local","16384","16384","20","1","1","1","20","2.089500000e-07","1.691948347e-07","3.722399275e-02","1.602243412e-04","3.275246500e-04","1.304234899e-04","3.755172635e-02","3.746913800e-02","3.744768700e-02","2.664136591e-04","7.094578199e-01","3.640358618e-02","3.637299721e-02","3.635697333e-02","1.310144197e-04","3.598942670e-01","3.607585258e-02","3.607591820e-02","3.606502533e-02","6.461987785e-06","1.791222472e-02","1.148140165e-03","1.598872506e-04","6.193770690e-01","294.954958","297.634497","297.634497","2","195","-1.000e+00","1.438278280e-01","3.021189987e-04","4.738996000e-01","4.531516","6.262415975e-04","1.178724432e-04","4.185988","5.104959980e-04","1.155150976e-04","5.135084","1.140256966e-05","7.904649765e-07","2.478600072e-05","8.384956250e-01","0.000000000e+00","1.556939998e-03","0.000000000e+00","1.459454420e+00","2.060900006e-04","row","0.000000000e+00","0","-1.000000000e+00","0.000000000e+00","-1.000000"
"cuda_warp_smem(blk384)(g1)","1","double","local","local","16384","16384","32","1","1","1","20","5.115500000e-07","7.534363015e-07","6.551114995e-02","4.530871282e-04","7.001825000e-04","3.525598619e-04","6.621184400e-02","6.582038050e-02","6.574769500e-02","7.263049113e-04","1.096941072e+00","6.408605877e-02","6.392387539e-02","6.390530365e-02","3.499870625e-04","5.461204343e-01","6.338536472e-02","6.336566544e-02","6.335942459e-02","6.502696206e-05","1.025898681e-01","2.125785227e-03","4.615085859e-04","6.211862120e-01","268.074984","271.038421","271.038421","1","186","-1.000e+00","1.445356180e-01","3.574500006e-04","4.750059460e-01","4.520962","1.081239995e-03","3.606121399e-04","3.879161","1.031644797e-03","3.379538895e-04","4.065647","1.290043411e-05","1.165729436e-06","2.890399628e-05","8.526700180e-01","0.000000000e+00","2.400712998e-03","0.000000000e+00","1.476285847e+00","1.936050030e-04","row","0.000000000e+00","0","-1.000000000e+00","0.000000000e+00","-1.000000"
"cuda_warp_smem(blk512)(g1)","1","double","local","local","16384","16384","3","1","1","1","20","8.970000003e-08","2.930798344e-08","5.865527050e-03","2.133765153e-04","4.453145000e-05","6.941677694e-07","5.910148200e-03","5.957918000e-03","5.719832000e-03","2.135688170e-04","3.613594952e+00","5.649656383e-03","5.731563501e-03","5.501290036e-03","1.127139897e-04","1.995059204e+00","5.605035233e-03","5.687536001e-03","5.456768036e-03","1.126002184e-04","2.008911874e+00","2.604918165e-04","1.602961290e-04","6.423645880e-01","285.081539","287.351046","287.351046","2","1024","-1.000e+00","1.645750120e-01","2.556700056e-04","4.761165250e-01","4.510416","1.212607995e-04","3.989311577e-06","3.242730","1.293008011e-04","1.596057920e-04","3.041095","9.930215951e-06","7.077053152e-07","2.903099812e-05","8.559337050e-01","0.000000000e+00","2.847610012e-04","0.000000000e+00","1.498612085e+00","2.227420046e-04","row","0.000000000e+00","0","-1.000000000e+00","0.000000000e+00","-1.000000"
"cuda_warp_smem(blk512)(g1)","1","double","local","local","16384","16384","6","1","1","1","20","3.252000000e-07","7.169271123e-07","1.014189150e-02","1.542825411e-05","9.064940000e-05","3.095280710e-06","1.023286610e-02","1.022819700e-02","1.021428800e-02","1.732145857e-05","1.692727961e-01","9.820198614e-03","9.817643003e-03","9.810917594e-03","8.699544403e-06","8.858827346e-02","9.729224014e-03","9.727952003e-03","9.715711594e-03","7.387966953e-06","7.593582943e-02","4.126674857e-04","1.084830892e-05","6.151080420e-01","328.020399","331.087604","331.087604","2","585","-1.000e+00","1.383137610e-01","2.656669967e-04","4.752486630e-01","4.518653","2.337407991e-04","7.259749558e-06","3.364547","1.692287989e-04","8.663301759e-06","4.647152","9.697887693e-06","7.546563094e-07","2.516400127e-05","8.892403470e-01","0.000000000e+00","5.340930002e-04","0.000000000e+00","1.504907646e+00","1.807160006e-04","row","0.000000000e+00","0","-1.000000000e+00","0.000000000e+00","-1.000000"
